product_name	packaging	brands	categories_tags	ingredients_text	nutriscore_grade	ecoscore_grade
Paupiette de volaille sauce forestière brocolis purée	Plastique, Carton, Frais	Marks & Spencer	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:chocolate-cakes	Sucre • Beurre (_Lait_) • _Œufs_ de poules élevées en plein air pasteurisés - Farine de riz • Cacao maigre en poudre • _Lait_ entier • Humectant : Glycérol • Masse de cacao • Sirop de sucre inverti • Fécule de pomme de terre • Butteroil (_Lait_) • Amidon de tapioca • Sirop de glucose déshydraté • Stabilisant : Gomme xanthane • Beurre de cacao • Sel • Poudre à lever : E341 , Bicarbonate de soude • _Lait_ en poudre écrémé • Huile de palme • Emulsifiant : E481 , E471 , E475, Lécithine de _soja_ • Huile de colza • Matière grasse laitière (_Lait_) • Lactose (_Lait_).	a	d
Biscuits Viennois au chocolat au lait	Plastique, Boîte, Carton	Marks & Spencer	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,en:chocolate-biscuits,en:shortbread-cookies,en:milk-chocolate-biscuits	Chocolat au lait (32 %) (Sucre • Beurre de cacao • _Lait_ en poudre entier • Masse de cacao • Lactosérum en poudre (_Lait_) • _Lait_ en poudre écrémé • Émulsifiant : Lécithine de _soja_) • Farine de blé contient _Gluten_ (avec Farine de blé, Carbonate de calcium, Fer, Niacine, Thiamine) • Beurre (_Lait_) (22%) • Sucre • Fécule de maïs • Sel • Arôme.	e	c
Made without wheat abrico and cashew nut toasts	Boîte, Carton	Marks & Spencer	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:specific-products,en:products-for-specific-diets,en:breads,en:products-without-gluten,en:rusks	Farine de riz • Fécule de maïs • Amidon de tapioca • Farine de pois chiches • Abricots déshydratés (contiennent Conservateur : E220 (_Sulfites_)) (8%) • Dattes hachées (8%) • Graines de lin (6%) • Graines de tournesol (6%) • Sucre • _Noix de cajou_ (4%) • Poudre à lever : Bicarbonate de soude, E450 • Sirop de sucre • Huile de tournesol • Sel • Romarin déshydraté • Stabilisant : Gomme xanthane.	c	a
Fancy Truffles		Maitre Truffout	en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:confectioneries,en:chocolate-candies	Vegetable fat (palm, palm kernel), sugar, low fat cocoa powder, sweet whey powder, cocoa powder, emulsifier: e322 (soy); natural vanilla flavoring.	d	unknown
Liquorice Catherine Wheels	Plastique, Sachet	Marks & Spencer	en:snacks,en:sweet-snacks,en:confectioneries,en:candies,en:liquorice-candies		d	c
Multivitamin 450 Tablets	Confezione  con tappo in plastica	GloryFeel	en:dietary-supplements,en:bodybuilding-supplements,it:supp	Calcium Vitamin C Vitamin E Niacin (B3) Pantothensäure (B5) Zink Vitamin B6 Vitamin B2 Vitamin B1 Vitamin A Folsäure Biotin Selen	b	unknown
Iced Tea Spanish Peach	Plastique, Bouteille, Frais	Marks & Spencer	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:tea-based-beverages,en:iced-teas,en:peach-flavored-iced-teas,en:sweetened-beverages	Eau, jus de pêche (12 %), sucre, infusion de thé blanc (3 %) (thé blanc, sucre). Régulateur d'Acidité: Acide Citrique - Antioxydant: Acide Ascorbique.	e	c
Mexican style Rice & Avocado	Pot, Green dot	M&S,Marks & Spencer	en:meals,en:prepared-salads,en:mexican-salads,en:salads	Cooked Rice 15% (Water, Rice), Cooked Red Rice 15% (Water, Red Rice), Sweetcorn 14%, Red Peppers 14%, Black Beans, Avocado 10%, Tomatoes, Chilli Infused Sunflower Oil, Lime Juice, Coriander, Sugar, Ground Spices (Cumin, Smoked Paprika, Black Pepper), Sunflower Oil, Tomato Paste, Salt, Cocoa Powder, Garlic Purée.	b	unknown
Pur Soup' Velouté de légumes	Brique, Carton	Liebig	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:meals,en:soups,en:cream-soups,en:vegetable-soups,en:cream-of-vegetable-soups	eau, légumes 38% (jus de tomates à base de concentré, carotte, pomme de terre, oignon, poireau, potiron 3%, céleri, petit pois), lait écrémé reconstitué, amidon transformé de maïs, huile de colza, sucre, beurre de cuisine, sel, arôme, vitamine A (bêta-carotène)	c	a
6 Breaded Jumbo Tiger Prawns	Plastique, Boîte, Carton, Frais	Marks & Spencer	en:seafood,en:meals,en:breaded-products,en:refrigerated-foods,en:refrigerated-meals,fr:crevettes-panees	_Crevettes_ tigrées (_Crustacés_) (48 %) - Farine de _blé_ (contient _Gluten_) - Huile de tournesol - Amidon de tapioca - Fécule de maïs - Huile de palme - Sel - Sucre - Levure déshydratée - Poudre à lever : Bicarbonate de_soude.	c	unknown
Salade à la Mexicaine au Maïs doux, Poivrons, Riz et Avocat	Plastique, Frais	Marks & Spencer	en:plant-based-foods-and-beverages,en:plant-based-foods,en:meals,en:prepared-salads,en:refrigerated-foods,en:plant-based-meals,en:refrigerated-meals,en:salads	Maïs doux (15%) • Poivrons rouges (14%) • Riz arborio cuit (13%) (Eau • Riz arborio) • Sauce au piment et au citron vert 12% • Haricots noirs (10%) • Riz rouge cuit 10% (Riz rouge • Eau) • Avocat (9%) • Quinoa cuit ( %) (Graines de quinoa • Eau) • Tomates • Coriandre. Sauce au piment et citron vert contient Eau • Huile de tournesol infusée au piment Jus de citron vert • Sucre • Huile de tournesol • Concentré de tomate • Sel • Cumin moulu • Paprika fumé moulu • Cacao en poudre • Poivre noir concassé • Purée d'ail. 	b	unknown
Lattice Topped Mince Pies	Métal, Plastique, en:Recyclable Metals, Aluminium, Carton	Marks & Spencer	en:festive-foods,en:christmas-foods-and-drinks,en:sweet-pies,en:pies,en:tartlets,en:mince-pies	Farine de _blé_ contient _Gluten_ (avec Farine de _blé_, Carbonate de calcium, Fer, Niacine, Thiamine), Sucre, Raisins secs (15 %) (Raisins de Smyrne, Raisins de Corinthe Vostizza, Raisins secs)), Eau, Beurre (_Lait_) (7 %), Pommes, Huile de palme, Huile de colza, Graisse végétale (Huile de palme, Huile de tournesol, Farine de riz), Sucre roux, Écorces d'orange et de citron confites (Sirop de glucose-fructose, Écorce d'orange, Sucre, Écorce de citron, Correcteur d'acidité : Acide citrique), Dextrose, _Gluten_ de blé déshydraté, Jus de citron, Épices moulues (Cannelle, Noix de muscade, Clous de girofle), Zeste de citron, Poudre à lever : E450, Bicarbonate de soude, Sirop de sucre noir, Sel, Acidifiant : Acide acétique ,Correcteur d'acidité : Acide citrique, Gélifiant : Pectine (issue de Fruits), Antioxydant : Acide ascorbique.	e	unknown
Shortbread	Métal, Plastique, Boîte	Marks & Spencer	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,en:shortbread-cookies,en:shortbread	Farine de blé contient _Gluten_ (avec Farine de blé, Carbonate de calcium, Fer, Niacine, Thiamine) - Beurre (_Lait_) (34 %) _ Sucre en poudre - Fécule de maïs - Farine de riz - Sel - Poudre à lever : Bicarbonate de soude.	e	c
Diet sparkling fiery ginger beer	en:pet-bottle,	Marks & Spencer,M&S, Waitrose	en:beverages,en:carbonated-drinks,en:artificially-sweetened-beverages,en:sodas,en:non-alcoholic-beverages,en:unsweetened-beverages	Eau gazéifiée, arôme gingembre (contient extrait de racine de gingembre), acidifiant : acide citrique, correcteur d'acidité : E331, édulcorant : sucralose, stabilisant : gomme arabique, conservateur : E202, huile de noix de coco	c	not-applicable
Winter Berries & Prosecco Hand cooked crisps	Plastique, Sachet	Marks & Spencer	en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:cereals-and-potatoes,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:potato-crisps,en:flavoured-potato-crisps	Pommes de terre, Huile de tournesol, Sucre, Acidifiant: Acide malique, Acide citrique, Vin prosecco sec, Bicarbonate de soude, Farine de riz, Sel de mer, Jus de framboise déshydraté, Jus de cassis déshydraté, étoiles dorées comestibles (Stabilisant : E464, Humectant : E1520, Colorant : E171, Curcumine), Arômes.	d	b
British Plain Flour	Bag - paper, Paper-bag	Sainsbury's,by sainsbury's	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:flours,en:cereal-flours,en:plain-flour	Fortified British Wheat Flour (_wheat_ flour, calcium carbonate, niacin, iron, thiamin)	a	unknown
Sainsbury's Basmati Rice	Plastic	Sainsbury's	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:seeds,en:cereals-and-their-products,en:cereal-grains,en:rices,en:aromatic-rices,en:indica-rices,en:long-grain-rices,en:basmati-rices	Basmati Rice	a	e
Pizza Magnificently Meaty	en:mixed plastic-film, en:paper-sleeve	Marks & Spencer	en:meats-and-their-products,en:meals,en:pizzas-pies-and-quiches,en:meals-with-meat,en:pizzas,en:chicken-pizza	Farine de _blé_ contient _Gluten_ (avec Farine de _blé_, Carbonate de calcium, Fer, Niacine, Thiamine) · Eau · Tomates · Fromage mozzarella (_Lait_) (9%) · Poulet d'origine britannique cuit (7%) (Blanc de poulet · Hauts de cuisses de poulet · Bouillon de poulet (Eau · Extrait de poulet) · Sel) · Pepperoni avec Protéine de _lait_ (4,5%) (Porc (94%) · Sel · Protéine de _lait_ · Dextrose · Épices moulues (Poivre · Gingembre · Paprika · Piment de Cayenne) · Sucre · Ail · Extrait de romarin · Extraits d'épices (Poivre noir · Paprika) · Antioxydant : E301 · Conservateur : Nitrite de sodium) · Fromage cheddar (_Lait_) · Bacon fumé au bois de hêtre avec eau ajoutée (3,5%) (Poitrine de porc (89%) · Eau · Sels de salaison (Sel · Conservateur : Nitrite de sodium) · Extrait de romarin · Antioxydant : E301) · Purée de tomate · Huile de colza · Sucre · Levure · Vinaigre de vin rouge · Épices moulues (Paprika · Paprika fumé · Piment) · Sel · Dextrose · Piments verts · Huile d'olive vierge extra · Persil · Basilic · Fécule de maïs · Poivre noir grossièrement moulu · Purée d'ail · Fécule de pomme de terre · Huile de tournesol.	c	c
Pineapple slices in juice	Metal, Can, Steel-tin	Sainsbury's	en:plant-based-foods-and-beverages,en:plant-based-foods,en:canned-foods,en:fruits-and-vegetables-based-foods,en:canned-plant-based-foods,en:fruits-based-foods,en:fruits,en:canned-fruits,en:tropical-fruits,en:pineapple,en:canned-fruits-in-juice,en:pineapple-in-juice		a	a
Blanc de poulet	Barquette,Film,Plastique	Fleury Michon	en:meats-and-their-products,en:prepared-meats,fr:charcuteries-cuites,en:cooked-poultry-breast-slices,en:cooked-chicken-breast-slices	Filet de poulet 93%, sel, bouillon (eau, plantes aromatiques, épices), jus concentré de _céleri_, sucre de canne, caramel (sucre, eau), ferments, antioxydant : ascorbate de sodium	c	d
Bramley Apple Crumble	en:card-box, en:pet-tray	Marks & Spencer	en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:desserts,en:salty-snacks,en:sweet-snacks,en:nuts-and-their-products,en:biscuits-and-cakes,en:nuts,en:pastries,en:pistachios,en:crumbles,en:salted-nuts,en:salted-pistachios		d	d
Cottage cheese		Trader Joe's	en:dairies,en:fermented-foods,en:fermented-milk-products,en:cottage-cheeses	CULTURED PASTEURIZED NONFAT MILK, PASTEURIZED MILK, PASTEURIZED CREAM, SEA SALT, STABILIZER (NONFAT MILK, LOCUST BEAN GUM, AGAR), CARBON DIOXIDE (TO MAINTAIN FRESHNESS).	b	unknown
Pancake	Plastique, Sachet, Carton	Marks &Spencer	en:crepes-and-galettes,en:pancakes	Babeurre (_Lait_) (31 %) Farine de blé contient _Gluten_ (avec Farine de blé, Carbonate de t calcium, Fer, Niacine, Thiamine) • _Œuf_ pasteurisé • Lait entier • Huile de colza • Humectant : Glycérol • Sucre • Farine de blé fermenté déshydraté (contient _Gluten_), Poudre à lever : E450, Bicarbonate de soude.	c	unknown
Rollmop Herrings	Plastic	Marks & Spencer	en:seafood,en:fishes,en:fatty-fishes,en:herring,en:pickled-herring,en:rollmops	Herring (51%), Marinade (39%) (Water · Sugar · White Wine Vinegar · Salt · Antioxidant: Tartaric Acid), Gherkin (4%), Shallots (4%), Yellow Mustard Seeds, Dill, Onion Extract, Allspice Extract, Acetic Acid.	d	b
Smoothie Orange, Carrot & Mango	Plastique, Bouteille, Frais	Marks & Spencer	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:vegetable-based-foods-and-beverages,en:fruit-based-beverages,en:vegetable-based-beverages,en:refrigerated-foods,en:smoothies,en:fruit-smoothies	Jus d'orange (26 %) - Purée de carotte (22 %) - Purée de pomme - Jus de pomme - Purée de banane - Purée de mangue (7%) - Purée de citrouille - Jus de citron concentré - Antioxydant: Acide ascorbique - Régulateur d'acidité: Acide citrique.	c	c
grilled Cajun chicken breast, spicy wedges & sour cream	Plastique, Carton, Barquette	Marks & Spencer,M&S,Count on US	en:meats-and-their-products,en:meals,en:meals-with-meat,en:poultry-meals,en:meals-with-chicken,en:low-fat-prepared-meals	Pommes de terre (29%), Blanc de poulet cuit (23%), Tomates (11%), Eau, Crème aigre britannique (_Lait_) (8%), Oignons, Poivrons de piquillo (3%), Poivrons rouges, Purée d’ail, Jus de citron vert, Oignons rouges, Concentré de tomate, Huile de colza, Fécule de mais, Épices moulues (Paprika fumé, Cumin, Poivre noir, Poivre blanc, Piment de Cayenne, Paprika), Fécule de pomme de terre, Thym, Vinaigre de cidre, Sel, Coriandre, Eau fumée au bois de chêne d’Anglesey, Sel fumé, Sucre, Piments rouges, Graines de cumin, Huile de tournesol, Vinaigre de vin blanc, Piments Chipotle déshydratés, Tomates séchées, Gélifiant : Pectine, Correcteur d’acidité : Acide citrique, Romarin moulu, Arômes.	a	d
Cornish Cove Cheddar	Plastique, Frais	Marks & Spencer,M&S	en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cow-cheeses,en:cheeses-from-the-united-kingdom,en:cheeses-from-england,en:cheddar-cheese,en:mild-cheddar	Fromage cheddar cornish cove (_Lait_) • Piments Diablo (3%) • Sucre.	d	c
Mango & Passion Fruit & Greek Style Yogurt Snack Pot	Plastique, Carton, Frais	Marks & Spencer	en:dairies,en:fermented-foods,en:desserts,en:fermented-milk-products,en:dairy-desserts,en:fermented-dairy-desserts,en:fermented-dairy-desserts-with-fruits,en:yogurts,en:fruit-yogurts,en:greek-style-yogurts,en:mango-yogurts	Yaourt à la grecque (_Lait_) (58 %) Préparation à la mangue et au fruit de la passion (42%). Mangue, Purée de fruits de la passion, Purée de mangues, Fruit de la passion, Sucre, Amidon de riz.	c	b
Taste the Difference Raspberry Conserve	Metal, Glass, Jar	Sainsbury's, Taste the difference	en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:fruits-and-vegetables-based-foods,en:spreads,en:fruits-based-foods,en:plant-based-spreads,en:sweet-spreads,en:fruit-and-vegetable-preserves,en:jams,en:berry-jams,en:raspberry-jams	Sugar, Raspberries, Acidity Regulators (Citric Acid, Sodium Citrate), Gelling Agent (Pectin)	c	c
Banana & Berries	Plastique, Frais	Marks & Spencer	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:fruits-based-foods,en:fruits	Raisins (30 %), Bananes (25 %), Fraises (25 %), Myrtilles (10 %), Framboises (10 %).	a	unknown
Mild Cheddar with Onions & Chives	Plastique, Frais, Barquette	Marks & Spencer	en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cow-cheeses,en:cheeses-from-the-united-kingdom,en:cheeses-from-england,en:sliced-cheeses,en:cheddar-cheese,en:cheddar-slices,en:mild-cheddar,fr:cheddar-aux-oignons	_Fromage_ cheddar jeune (_Lait_) (94%) . Oignon émincé réhydraté ‘ Cjbouje’çte Iyqphghsep. gPour les allergenes, vour‘les mgredlents mdlques en	d	c
Berry Medley	Plastique, Frais	Marks & Spencer	en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:fruits-based-foods,en:fruits,en:berries,fr:melanges-de-fruits	Raisins (55 %) • Fraises (22 %) - Framboises (10 %) • Mûres (9 %) - Myrtilles (4 %).	a	c
tortellini		Nuovo Pasta	en:meals,en:pasta-dishes,en:stuffed-pastas,en:tortellini		c	unknown
Gnocchi classic potato gluten free		Nuovo Pasta	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:gnocchi	Rehydrated potato, canola oil, salt.	a	b
Four Cheese		Nuovo Pasta	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas,en:fresh-pasta,en:sacchetti		c	unknown
Hello Panda		meiji, Meiji Seika (S) Pte. Ltd.	en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:biscuits-and-cakes,en:biscuits,en:chocolates	Wheat flour, vegetable shortening (partially hydrogenate palm & canola oils), sugar, malt syrup, lactose, whole milk powder, skim milk powder, emulsifier, (soya-lecithin), seasoning (natural), leavening (ammonium bicarbonate & sodium bicarbonate), salt, sugar flavor, milk flavor.	e	c
Poulet Korma & Riz Pilaf	Plastique, Carton, Frais	Marks & Spencer	en:meats-and-their-products,en:meals,en:meals-with-meat,en:rice-dishes,en:poultry-meals,en:refrigerated-foods,en:meals-with-chicken,en:microwave-meals,en:refrigerated-meals	Riz basmati cuit (40 %) (Eau • Riz basmati) • Blanc de poulet (20 %) • Oignons • Crème britannique (_Lait_) (11 %) Lait de coco (3,5 %) (Extrait de noix de coco • Eau) • Yaourt britannique (_Lait_) • Huile de colza • Concentré de tomate • _Amandes_ effilées grillées • Purée de gingembre • Purée d'ail • Sel • Yaourt britannique à faible teneur en matières grasses (_Lait_) • Jus de citron • Beurre (_Lait_) • Noix de coco déshydratée • Coriandre • Fécule de maïs • Sucre • Coriandre moulue • Cumin moulu • Garam masala moulu (Poivre noir grillé • Coriandre grillée • Macis grillé • Graines de fenouil grillées • écorce de cannelle de Chine grillée • Clous de girofle grillés • Gingembre • Cumin grillé • Poivre noir • Cannelle • Macis • Graines de cardamome verte grillées • Clous de girofle • Fenouil • Noix de muscade • Feuilles de laurier) • Cardamome verte moulue • Curcuma • Graines de cumin • Graines de cardamome noire entières • Graines de fenouil • Paprika moulu • Macis moulu • Paprika fumé moulu • Cannelle moulue • Poudre de piment • Cardamome verte grillée • Clous de girofle • Safran • Coriandre grillée • Cumin grillé • Extrait de piment.	a	c
Reed's extra craft ginger beer	Glass, Bottle	Reed's	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:carbonated-drinks,en:fruit-based-beverages,en:sodas,en:fruit-sodas,en:sodas-with-exotic-fruits,en:sweetened-beverages	Sparkling filtered water, cane sugar, pineapple juice from concentrate, honey, ginger root, lemon and lime juices from concentrate, spices	d	not-applicable
Reed's ginger candy, chewy ginger candy		Reed's Ginger Candy	en:snacks,en:sweet-snacks,en:confectioneries	Sugar, ginger, tapioca starch.	d	unknown
Poulet Kip Piri-Piri	Plastique, Frais	Marks & Spencer	en:meats-and-their-products,en:meals,en:pasta-dishes,en:prepared-salads,en:meals-with-meat,en:pasta-salads,en:refrigerated-foods,en:refrigerated-meals,en:salads		a	unknown
Dolly Mixtures	Plastique, Sachet	Marks & Spencer	en:snacks,en:sweet-snacks,en:confectioneries,en:candies,en:gummi-candies	Sucre, Sirop de glucose • Gélatine de bœuf • Huile de palme, Fécule de maïs • Colorant : Anthocyanes (issus de Raisins, Carottes noires), Caramel Ordinaire, Extrait de paprika, Rouge de betterave, chlorophylles, lutéine, arômes, cacao maigre en poudre, acidifiant : acide citrique, concentrés de plantes.	d	b
