product_name	packaging	brands	categories_tags	ingredients_text	nutriscore_grade	ecoscore_grade
Escalopes de dinde fermière élevée en plein air	Plastique,Matériau recyclé,Film,Sous atmosphère protectrice,PS - Polystyrène,Barquette	Loué	en:meats-and-their-products,en:meats,en:poultries,en:turkey-and-its-products,en:turkeys,en:turkey-cutlets	Escalope de dinde	a	c
grignottes de poulet à la mexicaine	Plastique, Barquette	Le Gaulois	en:meats-and-their-products,en:meats,en:chicken-and-its-products,en:poultries,en:chickens	manchons de poulet 83 %, marinade à la mexicaine 17 %, (eau, huile de tournesol, fécule de pomme de terre, épices (dont chili, piment de Cayenne), sel, sucre, maltodextrine de blé, tomate en poudre, oignons en poudre, extrait de levure, ail en poudre, arômes naturels, légumes déshydratés, carraghénanes, extrait de paprika, carmins de cochenille).	d	d
Grignottes de poulet à la mexicaine	Barquette, Platique	Le Gaulois	en:meats-and-their-products,en:meats,en:chicken-and-its-products,en:poultries,en:chickens	manchons de poulet (83%), marinade à la mexicaine 17% (eau, huile de tournesol, fécule de pommes de terre, épices (dont chili, piment de cayenne) sel, sucre, maltodextrine de blé, tomate en poudre, oignons en poudre, extrait de levure, ail en poudre, arômes naturels, légumes déshydratés, carraghénanes, extrait de paprika, carmine de cochenille	d	d
Lièvre mariné	Plastique, Carton	Saveurs Forestières	en:meats-and-their-products,en:meats,fr:lievre	Lièvre : 90%, marinade 10% (vin rouge, eau, dextrose de blé, sel, arômes (dont _lait_ et _gluten_), ail, graisse de volaille, acidifiant : lactate de potassium, antioxydant : extrait de romarin).	a	unknown
Mont Blanc Pistache	Boite métal	Mont Blanc	en:dairies,en:desserts,en:dairy-desserts,en:creamy-puddings,en:canned-creamy-puddings,fr:creme-dessert-uht		c	unknown
Pains choco x6			en:snacks,en:sweet-snacks,en:viennoiseries,en:chocolate-croissant	Farine de BLÉ, BEURRE AOP Charentes-Poitou 24%, eau, chocolat 10% (sucre, masse de cacao, beurre de cacao, lécithine de SOJA), sucre, LAIT entier frais pasteurisé 3.6%, levure, ŒUFS frais 1,8%, GLUTEN DE BLÉ, sel, acide ascorbique, enzyme, Dorure 1%( ŒUFS frais ), sucre.	e	c
Tomme de Savoie IGP	Plastique	Reflets De France	en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:mountain-products,en:french-cheeses,en:mountain-cheeses,en:tomme-cheese-from-cow-s-milk,en:tomme-cheese-from-mountain-or-savoy	LAIT cru de vache.	d	c
Tomme de Savoie IGP			en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:mountain-products,en:french-cheeses,en:mountain-cheeses,en:tomme-cheese-from-cow-s-milk,en:tomme-cheese-from-mountain-or-savoy		d	c
Ossau Iraty AOP du Pays-Basque		Reflets de France	en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:french-cheeses,en:uncooked-pressed-cheeses,en:sheep-s-milk-cheeses,en:ossau-iraty-cheeses	_lait_ pasteurisé de brebis.	d	d
Comté	Frais, Film plastique soudé	Reflets de France	en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cow-cheeses,en:fresh-foods,en:cooked-pressed-cheeses,en:french-cheeses,en:comte,en:aoc-cheeses,en:aoc-products,en:labeled-cheeses,en:labeled-products		d	b
Comté	Plastique, Frais	Reflets De France	en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cow-cheeses,en:cooked-pressed-cheeses,en:french-cheeses,en:unpasteurised-cheeses,en:comte,en:aoc-cheeses,en:labeled-cheeses	Fromage a pâte pressée cuite au LAIT cru de vache.	d	c
Beaufort		Reflets de France	en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cooked-pressed-cheeses,en:french-cheeses,en:beaufort		d	d
Beaufort		Reflets de France	en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cooked-pressed-cheeses,en:french-cheeses,en:beaufort		d	d
Beaufort		Reflets de France	en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cooked-pressed-cheeses,en:french-cheeses,en:beaufort	Lait cru de vache, sel, présure, ferments Lactiques(Lait).	d	d
Beaufort			en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cooked-pressed-cheeses,en:french-cheeses,en:beaufort		d	d
Beaufort		Reflets de France	en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cooked-pressed-cheeses,en:french-cheeses,en:beaufort		d	d
Beaufort		Reflets de France	en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cooked-pressed-cheeses,en:french-cheeses,en:beaufort		d	d
Beaufort			en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cooked-pressed-cheeses,en:french-cheeses,en:beaufort		d	d
Beaufort AOP au Lait Cru	Plastique, Blister, Frais	Reflets de France,Carrefour	en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cooked-pressed-cheeses,en:french-cheeses,en:beaufort	_Lait_ cru de vache, sel, présure, ferments lactiques (_lait_).	d	c
Beaufort AOP		Reflets de France	en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cooked-pressed-cheeses,en:french-cheeses,en:beaufort		d	d
Beaufort		Reflets de France	en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cooked-pressed-cheeses,en:french-cheeses,en:beaufort		d	d
Beaufort		Reflets de France	en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cooked-pressed-cheeses,en:french-cheeses,en:beaufort	lait cru de vache, sel, présure, ferments lactiques(Lait).	d	d
Beaufort		Reflets de France	en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cooked-pressed-cheeses,en:french-cheeses,en:beaufort		d	d
Beaufort AOP au lait cru	Plastique	Reflets de France	en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cooked-pressed-cheeses,en:french-cheeses,en:beaufort	Lait cru de vache, sel, présure, fermants lactiques(lait)	d	d
Beaufort		Reflets de France	en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cooked-pressed-cheeses,en:french-cheeses,en:beaufort		d	d
Beaufort		Reflets de France	en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cooked-pressed-cheeses,en:french-cheeses,en:beaufort		d	d
Beaufort		Reflets de France	en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cooked-pressed-cheeses,en:french-cheeses,en:beaufort		d	d
Beaufort		Reflets de France	en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cooked-pressed-cheeses,en:french-cheeses,en:beaufort	Lait cru de vache, sel, présure, ferments lactiques(Lait).	d	d
Véritable Andouille de Guémené fumé au bois de hêtre 	Plastique, Sous-vide	Reflets de France	en:meats-and-their-products,en:meats,en:prepared-meats,en:chitterling-sausage	chaudins de porc, sel, Poivre. Enveloppe : boyau naturel, colorant : caramel E150d	e	d
Beignets a la pomme			en:snacks,en:sweet-snacks,en:sweet-fritters		d	unknown
Mini beignet fruits rouge			en:snacks,en:sweet-snacks,en:sweet-fritters		d	unknown
Pâté de campagne à la salvetoise	Plastique, Film	Cabrol	en:meats-and-their-products,en:meats,en:prepared-meats,fr:charcuteries-diverses,en:pate,en:pork-pates,en:country-style-pates	GRAS DE FORC, FOIE DE PORC 30%, SEL DE CAMARGUE, PROTEINE VEGETALE DE POIS, POIVRE, CARAMEL ORDINAIRE	e	c
Pork tenderloin wrapped in applewood bacon			en:meats-and-their-products,en:meats	Pork tenderloin (boneless, trimmed), bacon (pork cured with water, salt, brown sugar, sodium erythorbate, sodium nitrite, natural smoke flavor, flavorings), seasoning (spices [including black pepper, coriander, oregano], sea salt, turbanado sugar, dehydrated garlic, dehydrated onion, dehydrated bell pepper, xanthan gum, sunflower oil [processing aid]), vinegar powder, and rosemary extract (maltodextrin, rosemary oleoresin).	d	unknown
Saucisses fumées	Frais	Porcidou	en:meats-and-their-products,en:meats,en:prepared-meats,en:sausages	Maigre et gras de porc, sel, épices, dextrose (blé), lactose, (protéine de lait), antioxydant : E316, conservateur : E252, colorant : E120, arômes, arôme de fumée	e	unknown
Boisson au riz nature La Vie Claire	Brique	La vie claire	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:cereals-and-potatoes,en:dairy-substitutes,en:cereals-and-their-products,en:plant-based-beverages,en:milk-substitutes,en:plant-milks,en:cereal-milks,en:rice-milks,en:natural-rice-milks	Eau, riz* (14%), huile de tournesol*, sel marin. *Ingrédients agricoles issus de l'Agriculture Biologique.	b	a
jus d'ananas bio	Tetra Pak	vitamont	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:fruit-based-beverages,en:juices-and-nectars,en:fruit-juices,en:pineapple-juices,en:squeezed-juices,en:squeezed-pineapple-juices	jus d'ananas, ingrédient issu de l'agriculture biologique.	d	e
Beignets			en:snacks,en:sweet-snacks,en:sweet-fritters		c	unknown
Frosted Cinnamon roll	Caja de cartón	Post	en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals	Grano entero de trigo (71 % ), azúcar (26,6%), aceite vegetal, gelatina, canela (0,11%), saborizante natural y artificial, lecitina de girasol, sal, vitamina E (mezcla de tocoferoles) (para conservar la frescura del producto). *CONTIENE GLUTEN. VITAMINAS Y MINERALES: Hierro reducido, ácido fólico, vitamina B3 (niacinamida), vitamina B5 (ácido pantoténico), vitamina B1 (mononitrato de tiamina), vitamina B6 (clorhidrato de piridoxina).	d	d
Beef Blade Roast with Roast Beef Seasoning	Plastic	Coles	en:meats-and-their-products,en:beef-and-its-products,en:meats,en:beef	Australian No Added Hormone Beef Blade (82%), Beef Marinade [Water, Acidity Regulator (325), Marinade (Acidity Regulator (Sodium Carbonate, 330), Dextrose, Salt, Sugar, Yeast Extract, Vegetable Gum (412), Celery Extract)], Roast Beef Seasoning (2.4%) [Salt, Dehydrated Vegetables (Garlic, Onion, Red Capsicum), Spices (Pepper, Smoked Paprika), Rice Flour, Sugar, Onion Powder, Worcestershire Sauce Powder (Sugar, Salt, Vinegar, Vegetables {Tomato, Onion, Garlic, Celery}, Apple, Natural Colour (Caramel 1), Spices {Pepper, Ginger, Celery}, Yeast Extract, Dextrose), Natural Flavouring, Smoke Flavouring, Parsley, Mustard Powder (_Soy_) (Vinegar, Mustard Seeds, Salt, Natural Colours (Tumeric, Paprika Oleoresins)), Garlic Powder, Maltodextrin, Antioxidant (307b, 304), Yeast Extract, Vegetable Gum (415)]	b	unknown
Hormel, st. louis style pork spare ribs, chipotle		Hormel	en:meats-and-their-products,en:frozen-foods,en:meats,en:frozen-meats	brown sugar, chili pepper (including chipotle chili pepper), tomato powder, modified corn starch, dehydrated garlic, dehydrated onion, salt, sugar, caramel color, spice (including celery seed), partially hydrogenated soybean oil, corn maltodextrin, red bell pepper, natural flavor (including natural hickory smoke flavor), extractives of paprika.	d	unknown
Tesco New Zealand lamb - half leg	Plastic tray, Ps-tray	Tesco	en:meats-and-their-products,en:meats,en:lamb-meat,en:fresh-lamb-meat	Lamb	b	unknown
Beignet nature			en:snacks,en:sweet-snacks,en:sweet-fritters		d	unknown
Pain au choco barquette	Plastique	Leclerc	en:snacks,en:sweet-snacks,en:viennoiseries	farine de BLE, eau, BEURRE 22.5% chocolat 10% (sucre, pate de cacao, beurre de cacao, emulsifiant : lecithine de SOJA, arome naturul de vanille), sucre, LAIT entier frais pasteurisé 3.8% levure, OEUFS frais 2.3%. GLUTEN de BLE, sel. farinu de BLE malte, enzymus, agent de traitement de la farine E300, colorant:carotenoides. Dorure : OEUF frais 02%.	e	unknown
Jambon de Bayonne	Sous-vide	Maison MONTAUZER	en:meats-and-their-products,en:meats,en:prepared-meats	Jambon de porc, sel de Salies de Bearn, conservateur (salpêtre), épices, saccharose, dextrose, arômes naturels.	d	unknown
Boneless & Skinless Chicken Breasts	Plastic,Bag	Kirkland	en:meats-and-their-products,en:meats,en:chicken-and-its-products,en:poultries,en:chickens,en:chicken-breasts	Boneless Skinless Chicken Breast	a	d
Brioche Nature	Plastique, Sachet, Décongelé	Leclerc	en:snacks,en:sweet-snacks,en:viennoiseries,en:brioches,fr:brioches-tranchees	Farine de BLÉ, BEURRE 14,5 %, ŒUFS frais, eau, sucre, levure, _CRÈME_ fraîche, émulsifiants: E471, E472e, E481, GLUTEN de BLÉ, sel, agents de traitement de la farine: acide ascorbique, enzymes.	d	c
Chocolate Eclairs	Boite métal	M&S	en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:confectioneries,en:chocolate-candies,en:bonbons	Sirop de glucose, Sucre, Lait concentre sucré écrémé (Lait écrémé, Sucre), Huile de palme, Butteroil (Lait), Lait en poudre entier, Cacao en poudre, Masse de cacao, Sirop de sucre inverti, Sel, Emulsifiant : Léçithine de soja, Sirop de sucre, Arômes, Colorant : Caramel ordinaire. Chocolat au lait contient cacao 25% minimum, matière sèche de lait 14% minimum.	e	unknown
Deluxe shells & cheddar complete dinner, shells & cheddar			en:meals,en:pasta-dishes	Salt, sodium alginate, lactic acid, sorbic acid preservative), with oleoresin paprika and apocarotenal added for color.	d	unknown
Flat cut corned beef brisket			en:meats-and-their-products,en:meats	Spices	d	unknown
salmorejo	Boîte en carton	ARTEOLIVA	en:meals,en:soups,en:cold-soups,en:salmorejo	morejo Cordobés. Elaborado con e Salmoraceite de oliva virgen extra, 7CENTES: tomates frescos, aceite de oliva en ex tra (70i), pan (500) (harina de tr ir levadura), cebollas frescas, pimientoseaua aly levade d Jerez y Sal. Contenido en Hortaliz onsumir preferentemente·antes del fin de/Lote:80% r parte superior del envase. Refrigera frigerado y consumir antes de 5 días. 0 8 C, Una vez abierto, mantene Salmorejo, Cold Tomato Cream. Elaborated with 7% extra virgin olive oil NGREDIENTS: fresh tomato, extra virgin olive oil 790), bread (590) (wheat flour, water, yeast and salt) fresh onion, fresh pepper, garlic, Sherry vinegar and salt. Vegetable content: 86%. Best Before end/batch: see top of packaging. Refrigerated 0-8 C, Once opened keep in the fridge and consume within 5 days. Salmorejo. Crème de tomate froide d'Andalousie. Elaborée avec le 7% huile d'oliye vierge extra. INGRÉDIENTS, tomates fraîches, huile d'olive vierge extra (7%), pain (5%) (farine de blé, eau, levure et se), oignon fraîches, poivrons fraîches, ail, vinaigre de éres et sel consommer de préférence avant fin/Lot: voir sur le dessus de l'emballage. rigéré o - 8 c. Une fois ouvert, à conserver au frigo et à consommer dans les 5 jours. Salmorejo. Kalte Tomatencreme aus Andalusien mit 7% nativem: Olivenöl Extra. ZUTATEN: frische Tomaten, natives Olivefefe und ot (5%) (Weizenmehl, Wasser, und schoten peisesalz), frische Zwiebeln, frische Papr noblauch, Sherryessig und Speisesa Mindestens haltbar bis Ende/Charge: siehe Verpackungsoberseite. Gekühlt 0-8 ht Nach dem Öffnen gekühlt ern innerhalb von 5 Tagen verbrauehen Comerándalus S.L Pol. Ind, &quot;El Garrotal&quot; Parc 39 14700 PALMA DEL RIO CORDOBA-SPAIN	c	unknown
Tesco Fresh Diced Pork Topside 500G	Chilled,Plastic tray	Tesco,Tesco Health Living	en:diced-pork	pork	a	unknown
Mini Muffin Milka	Plastique, Décongelé	Leclerc,Milka	en:snacks,en:sweet-snacks,en:frozen-foods,en:biscuits-and-cakes,en:cakes,en:muffins,en:chocolate-cakes,en:chocolate-muffins,en:frozen-cakes-and-pastries,en:licensed-products	Farine de _blé_,  Huile végétale : Colza, Sucre, Eau, Chocolat Milka au lait du pays alpin (12 %) (Sucre, Beurre de cacao, Poudre de _lait_ écrémé, Pâte de cacao; Poudre de _lactosérum_, _Beurre_ clarifié, Pâte de _noisette_, émulsifiant : lécithine de _soja_ (E322), Arôme, (Cacao: 30% minimum), Amidon de _blé_: Poudre à lever: Diphosphates (E450), Carbonates de sodium (E500), Phosphates de calcium (E341), Glucono delta-lactone (E575), Amidon modifié (E1442), Protéines de _lactosérum_ concentrées, Farine de riz prégélatinisée, Poudre de _lactosérum_ Poudre d'_œuf_ entier, émulsifiant Stéaroy 2-lactylate de sodium (E481), Arôme naturel de vanille, Sel.	e	d
Barbecue Ribs à la Mexicaine	Plastique, Sachet, Frais	Brocéliande	en:meats-and-their-products,en:meals,en:meals-with-meat,en:pork-meals,fr:ribs-de-porc	Loin ribs de porc 92 %, huiles végétales (colza et tournesol), épices et plantes aromatiques arômes naturels, arôme de fumée, sel, sirop de glucose, fécule de pomme de terre, acidifiant : E330.	d	unknown
L'Original Jambon Sans Sel Nitrité	Plastique, Frais	Bi1,Morvan	en:meats-and-their-products,en:meats,en:prepared-meats,en:hams,en:white-hams	Jambon de porc , eau, sel de Guérande 1.35 %, dextrose, sirop de glucose, arômes naturels, antioxydant : ascorbate de sodium.	d	c
Comté	Film Plastique		en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cooked-pressed-cheeses,en:french-cheeses,en:comte,en:aoc-cheeses,en:labeled-cheeses	lait, sel, ferments, présure.	d	c
Markets of meijer, chicken wings		Markets Of Meijer	en:meats-and-their-products,en:meats,en:chicken-and-its-products,en:poultries,en:chickens,en:chicken-wings	Chicken broth, sea salt, natural flavorings	b	d
Tyson, chicken wings			en:meats-and-their-products,en:frozen-foods,en:meats,en:poultries,en:frozen-poultry	Chicken broth, sea salt, natural flavorings	b	unknown
6 Beignets Pomme / Appel			en:snacks,en:sweet-snacks,en:sweet-fritters		c	unknown
Broccoli Cheddar Stuffed Chicken Breast	Box,Cardboard,Plastic,Bag	Vicky's Kitchen,FCF Brands	en:meats-and-their-products,en:meals,en:meats,en:chicken-and-its-products,en:poultries,en:chickens,en:chicken-breasts	Chicken Breast (Organic Chicken Breast with Rib Meat, Organic Broccoli Florets, Organic Cheddar _Cheese_ (Pasteurized Organic _Milk_, _Cheese_ Cultures, Salt, Enzymes, Annatto), Organic Wild Rice (Water, Organic Wild Rice), Organic Brown Rice (Water, Organic Brown Rice), Sea Salt, Organic Black Pepper), Topping (Seasoning (Organic Paprika, Sea Salt, Organic Black Pepper), Organic Brown Sugar)	b	d
Poivrons doux farcis	Caissette d'aluminium	Kirkland Signature	en:plant-based-foods-and-beverages,en:plant-based-foods,en:prepared-vegetables,fr:repas-prepare	POIVRONS,  GARNITURE (EAU, PÂTE DE TOMATES, RIZ, POIVRONS, VINAIGRE, OIGNON, SUCRE, SEL, HUILE DE CANOLA, AIL, ÉPICES, ACIDE CITRIQUE), BŒUF, HACHÉ CUIT, FROMAGE MOZZARELLA ET PSRMESAN, PERSIL SÉCHÉ.	c	unknown
Beignet Framboise			en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:doughnuts,en:doughnuts-filled-with-fruits,en:sweet-fritters,fr:beignets-fourres-a-la-framboise		c	b
Beignets pomme			en:snacks,en:sweet-snacks,en:sweet-fritters		c	unknown
Baguette de tradition Française	Sachet papier	Leclerc	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:baguettes,fr:pains-de-tradition-francaise,en:french-baguette-with-yeast,en:traditional-french-baguette,fr:pain-au-levain	Farine de BLÉ tradition (FARINE DE BLÉ , GLUTEN de BLÉ , FARINE DE BLÉ  MALTE enzymes (alpha,amylase)), eau, levain 24% (eau, FARINE DE BLÉ, GLUTEN de blé, FARINE DE BLÉ français MALTE, enzymes (alpha-amylases, hemicellulases) agent de traitement de la farine acide ascorbique, farine de SEIGLE farine de SEIGLE T170)), sel fin (s, antiagglomérant, 20 mg/kg maximum (dosage exprimé équivalent K4F (CN)6), antiagglomérant E535), levure (100% cellules de saccharomyces cerevisiae)	c	a
100% juice blend	Box, Card, Pasteurized	Minute Maid	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:fruit-based-beverages,en:juices-and-nectars,en:fruit-juices,en:concentrated-fruit-juices,en:multifruit-juices,en:concentrated-multifruit-juices	Contains apple, pear and grape juices from concentrate, less than 2% of: pineapple juice from concentrate, natural flavors, calcium citrate (calcium source), vitamin c (ascorbic acid), citric acid (provides tartness), potassium phosphate.	e	e
